,id,username,tweet_text,retweets,location,created_at
2,1323719094290452480,JoeBiden,"Votar es tu derecho. Si tienes alguna pregunta, llama a la línea directa de asistencia al votante al 1-866-296-8686. https://t.co/D5hnXcgEtq",1262,"Wilmington, DE",2020-11-03 20:10:00
0,1323739479069392904,JoeBiden,"Who we are. What we stand for. Who we are going to be.

It's all at stake — and you have the power to determine the outcome.

Vote before polls close: https://t.co/eoxT07d7QB https://t.co/hmv0MGtr5P",2956,"Wilmington, DE",2020-11-03 21:31:00
0,1323761880234553346,JoeBiden,"Folks, time is running out to make your voice heard in this election. If you haven’t voted yet, go to https://t.co/EcbUdX2aPs to find your polling place and head there as soon as you can.",598,"Wilmington, DE",2020-11-03 23:00:01
1,1323753975221522433,JoeBiden,"This is our moment to prove that:

Love is more powerful than hate.
Hope is more powerful than fear.
Light is more powerful than dark.

Vote before polls close: https://t.co/eoxT07d7QB",8095,"Wilmington, DE",2020-11-03 22:28:36
2,1323747783732535300,JoeBiden,"Let's win this thing, Pennsylvania! https://t.co/jmCXbuL5V3",7882,"Wilmington, DE",2020-11-03 22:04:00
0,1323770935728607237,JoeBiden,"As polls begin to close in certain parts of the country, remember to stay in line. 

If you’re in line at your polling place before it closes, you’re able to vote. https://t.co/qUpn30B8mj",7956,"Wilmington, DE",2020-11-03 23:36:00
0,1323788300176388096,JoeBiden,"Stay in line, folks.",24881,"Wilmington, DE",2020-11-04 00:45:00
0,1323867320826109954,JoeBiden,It's not my place or Donald Trump's place to declare the winner of this election. It's the voters' place.,9141,"Wilmington, DE",2020-11-04 05:59:00
1,1323865811031785472,JoeBiden,"Keep the faith, guys. We’re gonna win this.",34253,"Wilmington, DE",2020-11-04 05:53:00
2,1323862422084493312,JoeBiden,"Tune in as I speak to the nation live from Wilmington, Delaware. https://t.co/ye8knRucoz",4746,"Wilmington, DE",2020-11-04 05:39:32
0,1323868327744253952,JoeBiden,We feel good about where we are. We believe we are on track to win this election.,21137,"Wilmington, DE",2020-11-04 06:03:00
0,1324006410745569282,JoeBiden,We won't rest until everyone's vote is counted. Tune in as my campaign manager @jomalleydillon and campaign adviser Bob Bauer give an update on where the race stands. https://t.co/Rwz4iR25B3,5753,"Wilmington, DE",2020-11-04 15:11:41
0,1324057905667149826,JoeBiden,"To make sure every vote is counted, we’re setting up the largest election protection effort ever assembled. Because Donald Trump doesn’t get to decide the outcome of this election — the American people do.

Chip in to power the new Biden Fight Fund: https://t.co/1hCoKB0QfP",10788,"Wilmington, DE",2020-11-04 18:36:19
0,1324066382846320641,JoeBiden,Count every vote.,54199,"Wilmington, DE",2020-11-04 19:10:00
0,1324110423411490816,JoeBiden,"Once this election is finalized and behind us, it will be time for us to do what we've always done as Americans: To put the harsh rhetoric of the campaign behind us.",5040,"Wilmington, DE",2020-11-04 22:05:00
1,1324107906246086656,JoeBiden,"Every vote must be counted. No one is going to take our democracy away from us, not now, not ever.",16973,"Wilmington, DE",2020-11-04 21:55:00
2,1324105390049488896,JoeBiden,"The presidency, itself, is not a partisan institution. It's the one office in the nation that represents everyone and it demands a duty of care for all Americans, and that is precisely what I will do.",11862,"Wilmington, DE",2020-11-04 21:45:00
3,1324103124768882689,JoeBiden,"Power can't be taken or asserted, it flows from the people, and it's their will that determines who will be the President of the United States.",27263,"Wilmington, DE",2020-11-04 21:36:00
4,1324095643116163072,JoeBiden,Tune in as I address the nation on the state of the race. https://t.co/00QtuYAiI7,8310,"Wilmington, DE",2020-11-04 21:06:16
0,1324115456190459911,JoeBiden,"I am confident we will emerge victorious, but this will not be my victory or our victory alone. It will be a victory for the American people, for our democracy, for America.",19632,"Wilmington, DE",2020-11-04 22:25:00
1,1324112939310264322,JoeBiden,"To make progress, we have to stop treating our opponents as enemies. We are not enemies.",20752,"Wilmington, DE",2020-11-04 22:15:00
0,1324136846826364929,JoeBiden,"Keep faith in the process and in each other. Together, we will win this.",15288,"Wilmington, DE",2020-11-04 23:50:00
0,1324158992877154310,JoeBiden,"Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration will rejoin it. https://t.co/L8UJimS6v2",33049,"Wilmington, DE",2020-11-05 01:18:00
0,1324179628932562944,JoeBiden,"I’m confident that we will emerge victorious.

But this will not be my victory alone.

It will be a victory for the American people. https://t.co/ZqJBVsQuQf",5490,"Wilmington, DE",2020-11-05 02:40:00
1,1324172079025934336,JoeBiden,"It’s clear that when the count is finished, we believe we will be the winners. https://t.co/qVk0igZlrF",11997,"Wilmington, DE",2020-11-05 02:10:00
0,1324187178688196609,JoeBiden,"Donald Trump does not decide the outcome of this election and nor do I. The American people decide. That’s why we’ve launched the Biden Fight Fund — to ensure every vote is counted.

Chip in to help fund our election protection efforts across the country: https://t.co/ps6VhGy0m5",5618,"Wilmington, DE",2020-11-05 03:10:00
0,1324341948568621056,JoeBiden,Every vote must be counted. https://t.co/kWLGRfeePK,6189,"Wilmington, DE",2020-11-05 13:25:00
0,1324384344962592769,JoeBiden,"As votes continue to be counted across the country, tune in as my campaign manager @jomalleydillon and campaign adviser Bob Bauer give an update on where things stand. https://t.co/sKReFhHU5j",3184,"Wilmington, DE",2020-11-05 16:13:28
0,1324406121721786369,JoeBiden,"Be patient, folks. Votes are being counted, and we feel good about where we are.",19080,"Wilmington, DE",2020-11-05 17:40:00
0,1324430028860493826,JoeBiden,"Let me be clear: I campaigned as a proud Democrat, but I will govern as an American president. https://t.co/Mv5hHI2Rb3",11925,"Wilmington, DE",2020-11-05 19:15:00
0,1324445128434438145,JoeBiden,We’re fighting to ensure every last vote is counted across the country — and we need your help to do it. Chip in to the Biden Fight Fund to fuel our election protection efforts: https://t.co/VsuxvtqAFa,3791,"Wilmington, DE",2020-11-05 20:15:00
0,1324469173297303552,JoeBiden,I spent the afternoon attending briefings on the ongoing COVID-19 crisis and the state of the economy. Tune in as I provide an update on these briefings and efforts to count every vote. https://t.co/duoDWfzf5C,2572,"Wilmington, DE",2020-11-05 21:50:33
1,1324467777470558208,JoeBiden,"I ask people to stay calm. 
The process is working. 
The count is being completed.",11029,"Wilmington, DE",2020-11-05 21:45:00
2,1324465078243151885,JoeBiden,"Democracy is sometimes messy, so sometimes it requires a little patience. 

But that patience has been rewarded now for more than 240 years with a system of governance that has been the envy of the world.",7853,"Wilmington, DE",2020-11-05 21:34:16
0,1324490426649317376,JoeBiden,"The people will not be silenced, be bullied, or surrender.

Every vote must be counted.",23113,"Wilmington, DE",2020-11-05 23:15:00
0,1324511817658441728,JoeBiden,"No one is going to take our democracy away from us. Not now, not ever.

America has come too far, fought too many battles, and endured too much to let that happen.",21309,"Wilmington, DE",2020-11-06 00:40:00
0,1324531952230289408,JoeBiden,"Donald Trump is going to court to stop votes from being counted. We have assembled the largest election protection effort in history to fight back and need your help.

Chip in to make sure every vote is counted: https://t.co/ksrwxu9nDE",1448,"Wilmington, DE",2020-11-06 02:00:00
1,1324521884394921985,JoeBiden,"Keep the faith, folks.",21163,"Wilmington, DE",2020-11-06 01:20:00
0,1324925795991609348,JoeBiden,We have to remember the purpose of our politics isn’t totally unrelenting warfare.,5,"Wilmington, DE",2020-11-07 04:05:00
1,1324925040660393987,JoeBiden,"I know tensions can be high after a tough election like we just had.

But we need to remain calm. Patient. And let the process work out as we count all the votes.",2238,"Wilmington, DE",2020-11-07 04:02:00
2,1324924538749026306,JoeBiden,"We are going to be the first Democrats to win Arizona in 24 years.

We are going to be the first Democrats to win Georgia in 28 years.

And we re-built the Blue Wall in the middle of the country that crumbled just four years ago.",3550,"Wilmington, DE",2020-11-07 04:00:00
3,1324924285631176704,JoeBiden,"What is becoming clearer each hour is that record numbers of Americans — from all races, faiths, regions — chose change over more of the same. 

They have given us a mandate for action on COVID and the economy and climate change and systemic racism.",3544,"Wilmington, DE",2020-11-07 03:59:00
4,1324923025138049027,JoeBiden,The numbers tell us a clear and convincing story: We're going to win this race.,11256,"Wilmington, DE",2020-11-07 03:53:59
5,1324921258845204480,JoeBiden,Tune in as I address the nation on the current state of the race. https://t.co/w0er4issEk,5009,"Wilmington, DE",2020-11-07 03:46:58
0,1324926298762870785,JoeBiden,"We may be opponents — but we are not enemies. 

We are Americans.",15389,"Wilmington, DE",2020-11-07 04:07:00
0,1325118992785223682,JoeBiden,"America, I’m honored that you have chosen me to lead our great country.

The work ahead of us will be hard, but I promise you this: I will be a President for all Americans — whether you voted for me or not.

I will keep the faith that you have placed in me. https://t.co/moA9qhmjn8",593074,"Wilmington, DE",2020-11-07 16:52:42
0,1325259242631274496,JoeBiden,"A nation united.

A nation strengthened.

A nation healed.

The United States of America.",7003,"Wilmington, DE",2020-11-08 02:10:00
1,1325258739318927361,JoeBiden,"With full hearts and steady hands, with faith in America and in each other, with a love of country — and a thirst for justice — let us be the nation that we know we can be.",5730,"Wilmington, DE",2020-11-08 02:08:00
2,1325257984562192385,JoeBiden,"Tonight, the whole world is watching America. I believe at our best America is a beacon for the globe.

And we lead not by the example of our power, but by the power of our example.",6446,"Wilmington, DE",2020-11-08 02:05:00
3,1325257229625421825,JoeBiden,"Especially for those moments when this campaign was at its lowest — the African American community stood up again for me. They always have my back, and I’ll have yours.",7125,"Wilmington, DE",2020-11-08 02:02:00
4,1325256474415800322,JoeBiden,"I believe that this is part of the mandate from the American people. They want us to cooperate.

That’s the choice I’ll make. And I call on the Congress — Democrats and Republicans alike — to make that choice with me.",2971,"Wilmington, DE",2020-11-08 01:59:00
5,1325255719336243200,JoeBiden,"Now that the campaign is over—what is the people’s will? What is our mandate?

I believe it is this: Americans have called on us to marshal the forces of decency and the forces of fairness. To marshal the forces of science and the forces of hope in the great battles of our time.",4796,"Wilmington, DE",2020-11-08 01:56:00
6,1325254964415881216,JoeBiden,"We cannot repair the economy, restore our vitality, or relish life’s most precious moments — hugging a grandchild, birthdays, weddings, graduations, all the moments that matter most to us — until we get this virus under control.",4855,"Wilmington, DE",2020-11-08 01:53:00
7,1325254461049073664,JoeBiden,"The Bible tells us that to everything there is a season — a time to build, a time to reap, a time to sow. And a time to heal.

This is the time to heal in America.",10563,"Wilmington, DE",2020-11-08 01:51:00
8,1325254209613123584,JoeBiden,"It’s time to put away the harsh rhetoric.

To lower the temperature.

To see each other again.

To listen to each other again.",6488,"Wilmington, DE",2020-11-08 01:50:00
9,1325253706061926401,JoeBiden,"To all those who volunteered, worked the polls in the middle of this pandemic, local election officials — you deserve a special thanks from this nation.",3826,"Wilmington, DE",2020-11-08 01:48:00
10,1325253454571270144,JoeBiden,"For America’s educators, this is a great day: You’re going to have one of your own in the White House, and Jill is going to make a great First Lady.",18961,"Wilmington, DE",2020-11-08 01:47:00
11,1325253203022241792,JoeBiden,"I pledge to be a President who seeks not to divide, but to unify.

Who doesn’t see Red and Blue states, but a United States.

And who will work with all my heart to win the confidence of the whole people.",9668,"Wilmington, DE",2020-11-08 01:46:00
12,1325252951124762625,JoeBiden,"Folks, the people of this nation have spoken.

They have delivered us a clear victory. A convincing victory.

A victory for “We the People.”",7425,"Wilmington, DE",2020-11-08 01:45:00
13,1325247969780621317,JoeBiden,A new day in America has come. Tune in as Vice President-Elect @KamalaHarris and I address the nation. https://t.co/d38F58DHu8,12320,"Wilmington, DE",2020-11-08 01:25:12
0,1325261759456874499,JoeBiden,From the bottom of my heart: thank you. https://t.co/s76oHFkr66,27921,"Wilmington, DE",2020-11-08 02:20:00
0,1325842292444291072,JoeBiden,I spent the morning with the co-chairs of my COVID-19 Council discussing the status of this pandemic and how we move forward. Tune in as I provide an update on how we're going to beat this virus. https://t.co/VVGHZNnUFY,4536,"Wilmington, DE",2020-11-09 16:46:50
0,1325873288711712769,JoeBiden,"My COVID-19 Transition Advisory Board will advise on detailed plans built on a bedrock of science, and that keep compassion, empathy, and care for every American at its core.",3925,"Wilmington, DE",2020-11-09 18:50:00
1,1325870017401905152,JoeBiden,"Today, I have named a COVID-19 Transition Advisory Board, comprised of distinguished public health experts, to help our transition team translate the Biden-Harris COVID-19 plan into a blueprint we can put into place as soon as @KamalaHarris and I are sworn into office.",9871,"Wilmington, DE",2020-11-09 18:37:00
0,1325890910635384839,JoeBiden,"I won't be president until January 20th, but my message today to everyone is this: wear a mask.",14207,"Wilmington, DE",2020-11-09 20:00:01
1,1325885871875190784,JoeBiden,The bottom line: I will spare no effort to turn this pandemic around.,6851,"Wilmington, DE",2020-11-09 19:40:00
2,1325880083618426881,JoeBiden,"The challenge before us right now is still immense and growing, and so is the need for bold action to fight this pandemic.",5428,"Wilmington, DE",2020-11-09 19:17:00
0,1325906004912037895,JoeBiden,"Let's get to work, @KamalaHarris. https://t.co/uYe2EsmaFa",3416,"Wilmington, DE",2020-11-09 21:00:00
0,1326214285949865986,JoeBiden,".@KamalaHarris and I aren’t wasting any time. We’re ready to get COVID-19 under control so that we can reopen our businesses and schools safely, resume our lives, and put this pandemic behind us. https://t.co/65C1XfR9rR",6559,"Wilmington, DE",2020-11-10 17:25:00
0,1326245116462260224,JoeBiden,"Today, the Trump Administration is in court, attempting to eliminate the Affordable Care Act. Tune in as I discuss how my administration will expand access to quality, affordable health care. https://t.co/JB5uwBTKnd",4085,"Wilmington, DE",2020-11-10 19:27:30
0,1326266378991542272,JoeBiden,"Beginning on January 20th, Vice President-elect Harris and I are going to do everything in our power to ease the burden of health care on you and your families.",5958,"Wilmington, DE",2020-11-10 20:52:00
0,1326284750420643846,JoeBiden,"Come January, we will work quickly with Congress to dramatically ramp up health care protections, get America to universal coverage, and lower health care costs.",2249,"Wilmington, DE",2020-11-10 22:05:00
1,1326272198659645440,JoeBiden,Tune in as my campaign provides a post-election legal briefing. https://t.co/vApRDU8lTR,2530,"Wilmington, DE",2020-11-10 21:15:07
0,1326306141056364544,JoeBiden,"When I’m speaking to foreign leaders, I’m telling them: America is going to be back. We’re going to be back in the game.",11092,"Wilmington, DE",2020-11-10 23:30:00
0,1326325015290273792,JoeBiden,"If you’re sick, if you’re struggling, if you’re worried about how you’re going to get through the day — we will not abandon you.

We will not leave you to face these challenges alone. https://t.co/eZUHaFE5bl",3721,"Wilmington, DE",2020-11-11 00:45:00
0,1326344141446373376,JoeBiden,We are going to build a health care system that puts you and your family first — and that every American can be proud of.,2461,"Wilmington, DE",2020-11-11 02:01:00
0,1326557341697839106,JoeBiden,"Today, we honor the service of those who have worn the uniform of the Armed Forces of the United States. 

To our proud veterans—I will be a commander in chief who respects your sacrifice, understands your service, and will never betray the values you fought so bravely to defend.",3159,"Wilmington, DE",2020-11-11 16:08:11
0,1326638331204038656,JoeBiden,"This Veterans Day, I feel the full weight of the honor and the responsibility that has been entrusted to me by the American people as the next president, and I vow to honor our country’s sacred obligation. https://t.co/BuynOGvSO0",5699,"Wilmington, DE",2020-11-11 21:30:00
0,1326696150364286976,JoeBiden,"Ron Klain’s deep, varied experience and capacity to work with people all across the political spectrum is precisely what I need in a White House chief of staff as we confront this moment of crisis and bring our country together again. https://t.co/s4XlAgMrxf",5886,"Wilmington, DE",2020-11-12 01:19:45
0,1326955421320450049,JoeBiden,"Because of the Affordable Care Act:

- People with pre-existing conditions are protected
- More than 20 million Americans gained coverage
- Nearly 12 million seniors have had their prescription drug costs reduced

Now more than ever, we have to protect and build on it. https://t.co/Vl5yliyUFm",3240,"Wilmington, DE",2020-11-12 18:30:00
0,1326968002839908353,JoeBiden,"I extend my deep condolences to the loved ones of the peacekeepers, including 6 American service members, who died on Tiran Island, and wish a speedy recovery to the surviving American. I join all Americans in honoring their sacrifice, as I keep their loved ones in my prayers.",8379,"Wilmington, DE",2020-11-12 19:20:00
0,1327356814552305664,JoeBiden,"Today marks five years since the horrific ISIS terrorist attacks in Paris — an assault not just on the people of France but against our common humanity.

As president, I will work to protect Americans and our allies, countering terrorism and extremist violence in all forms.",1458,"Wilmington, DE",2020-11-13 21:05:00
0,1327394562906542080,JoeBiden,"As the remnants of Tropical Storm Eta continue to impact the east coast, I encourage everyone in its path to heed the warnings of emergency responders and local officials. Jill and I send our prayers to those facing yet another storm.",4279,"Wilmington, DE",2020-11-13 23:35:00
0,1327418361001676800,JoeBiden,"I am the president-elect, but will not be president until next year. COVID-19 does not respect dates on the calendar, it is accelerating right now. Urgent action is needed today, now, by the current administration.",1489,"Wilmington, DE",2020-11-14 01:09:34
1,1327418359848300545,JoeBiden,"I am alarmed by the surge in reported COVID-19 infections, hospitalizations, and fatalities. This crisis demands a robust and immediate federal response which has been woefully lacking.",2013,"Wilmington, DE",2020-11-14 01:09:33
0,1327649998092214273,JoeBiden,"To the millions of Hindus, Jains, Sikhs, and Buddhists celebrating the Festival of Lights, @DrBiden and I send our best wishes for a #HappyDiwali. May your new year be filled with hope, happiness, and prosperity. Sal Mubarak.",8425,"Wilmington, DE",2020-11-14 16:30:00
0,1328133691529375751,JoeBiden,"Congratulations to NASA and SpaceX on today's launch. It’s a testament to the power of science and what we can accomplish by harnessing our innovation, ingenuity, and determination. I join all Americans and the people of Japan in wishing the astronauts Godspeed on their journey.",9497,"Wilmington, DE",2020-11-16 00:32:02
0,1328338891544387585,JoeBiden,"Once again, I congratulate the brilliant women and men who produced this breakthrough and have brought us one step closer to beating this virus. I am also thankful for the frontline workers who are still confronting the virus around the clock.",728,"Wilmington, DE",2020-11-16 14:07:25
1,1328338687910928386,JoeBiden,"Today's news of a second vaccine is further reason to feel hopeful. What was true with the first vaccine remains true with the second: we are still months away. Until then, Americans need to continue to practice social-distancing and mask-wearing to get the virus under control.",2561,"Wilmington, DE",2020-11-16 14:06:37
0,1328425157229113344,JoeBiden,Tune in as I deliver remarks on our economic recovery and how my administration plans to build back better in the long term. https://t.co/JOoK9xBRm1,1386,"Wilmington, DE",2020-11-16 19:50:13
0,1328474177007972354,JoeBiden,"Americans want us to cooperate. They want us to deliver results. That’s the choice Kamala and I will make. That's why I am pleased that today we were able to bring together business and labor leaders to make that choice with us.

We’re all Americans. Let’s get to work together.",855,"Wilmington, DE",2020-11-16 23:05:00
1,1328467885279375361,JoeBiden,"When we build back better, we will do so with higher wages — including a $15 minimum wage — better benefits and stronger collective bargaining rights that you can raise a family on.

That’s how we will build back the middle class better than ever.",3004,"Wilmington, DE",2020-11-16 22:40:00
2,1328461593848397827,JoeBiden,"Right now, Congress should come together and pass a COVID relief package like the HEROES Act that the House passed six months ago. Once we shut down the virus and deliver economic relief to workers and businesses, then we can build back better than ever before.",8204,"Wilmington, DE",2020-11-16 22:15:00
0,1328790008963227649,JoeBiden,I’m keeping in my prayers all of our friends and neighbors in Hurricane Iota’s path and those impacted by Hurricane Eta across Central America. The increasing frequency of these powerful storms is another reason that fighting climate change will be one of my top priorities.,1699,"Wilmington, DE",2020-11-17 20:00:00
0,1328837822950752259,JoeBiden,"Today, @KamalaHarris and I met with some of our country's most experienced national security experts to discuss the challenges facing our nation, our institutions, and the world. We're ready to tackle the challenges our administration will inherit on day one. https://t.co/J6DLvnwgM4",176,"Wilmington, DE",2020-11-17 23:10:00
0,1329130715439525889,JoeBiden,The health care workers on the frontlines of this pandemic are true heroes. Tune in as we thank them for their work and discuss how a Biden-Harris administration will support them. https://t.co/RpBLnot7Be,1688,"Wilmington, DE",2020-11-18 18:33:51
0,1329206502414958593,JoeBiden,"The workers on the frontlines of this pandemic are making extraordinary sacrifices every single day. They deserve leaders who will listen and work as hard for them as they are for their communities. As president, that’s exactly what I’ll do. https://t.co/wDu0p3sUQ2",3047,"Wilmington, DE",2020-11-18 23:35:00
0,1329225376581652480,JoeBiden,It’s not enough to praise our essential workers — we have to protect and pay them.,7153,"Wilmington, DE",2020-11-19 00:50:00
0,1329531656894484480,JoeBiden,"Throughout the pandemic, our nation’s governors have stepped up to meet the moment. @KamalaHarris and I just met with the @NatlGovsAssoc to discuss how we’ll work together to combat COVID-19. Tune in. https://t.co/YiTjkIStbU",569,"Wilmington, DE",2020-11-19 21:07:03
0,1329567883467259904,JoeBiden,"This afternoon, @KamalaHarris and I met with a bipartisan group of governors from the @NatlGovsAssoc’s Executive Committee. We might be Democrats and Republicans, but we’re Americans first — and together, we’re going to beat COVID-19. https://t.co/pEkHtf4l4d",2330,"Wilmington, DE",2020-11-19 23:31:00
0,1329586757709414408,JoeBiden,Wearing a mask isn't a political statement — it's a patriotic duty.,10937,"Wilmington, DE",2020-11-20 00:46:00
0,1329616705061068807,JoeBiden,"To the families and friends of those we've lost due to COVID-19 — Jill and I send our love and prayers.

We know how tough it is to find purpose in the memory of the loved one you lost. It will take time — but you will find it, and we will find our purpose as a nation. https://t.co/paD7CcG8ns",2038,"Wilmington, DE",2020-11-20 02:45:00
0,1329803817362198529,JoeBiden,Tune in as my campaign adviser Bob Bauer provides a post-election legal briefing. https://t.co/exoW4NprD3,635,"Wilmington, DE",2020-11-20 15:08:31
0,1329815610180710401,JoeBiden,"To transgender and gender-nonconforming people across America and around the world: from the moment I am sworn in as president, know that my administration will see you, listen to you, and fight for not only your safety but also the dignity and justice you have been denied.",2000,"Wilmington, DE",2020-11-20 15:55:22
1,1329815608469368832,JoeBiden,"At least 37 transgender and gender-nonconforming people have been killed this year, most of them Black and Brown transgender women. It’s intolerable. This Transgender Day of Remembrance, we honor their lives—and recommit to the work that remains to end this epidemic of violence.",5293,"Wilmington, DE",2020-11-20 15:55:22
0,1329842428816236551,JoeBiden,Tune in as my team provides an update on the Trump Administration’s efforts to delay ascertainment and how we are moving forward to ensure a smooth transition of power. https://t.co/In0kywJf3a,1667,"Wilmington, DE",2020-11-20 17:41:56
0,1329878933043515392,JoeBiden,"Here's the deal: Because President Trump refuses to concede and is delaying the transition, we have to fund it ourselves and need your help.

If you're able, chip in to help fund the Biden-Harris transition. https://t.co/apJMrdpoSS",964,"Wilmington, DE",2020-11-20 20:07:00
0,1329939582633250819,JoeBiden,"This afternoon, @KamalaHarris and I met with @SpeakerPelosi and @SenSchumer to discuss how we’ll get this virus under control, deliver much-needed relief, and build back better than before. 

We’re getting right to work for the American people. https://t.co/jbeNpsimdj",2332,"Wilmington, DE",2020-11-21 00:08:00
